booking_date,country_code,network,funding_source,card_type,transaction_regionality,total_value_eur,total_fee_eur,adyen_interchange_eur,previous_issuer_eur
2020-04-18,DE,MasterCard,CREDIT,Super Premium,INTRA_REGIONAL,5.31,0.0373,0.0673,0.0242
2020-04-29,DE,MasterCard,CREDIT,Commercial,INTRA_REGIONAL,106.13,1.0228,2.0375,0.8757
2020-04-29,DE,visa,CREDIT,Premium,INTRA_REGIONAL,22.39,0.1664,0.2866,0.1209
2020-04-27,NL,MasterCard,CREDIT,Fleet,INTRA_REGIONAL,6.26,0.044,0.0903,0.0338
2020-04-24,DE,visa,DEBIT,Purchasing,INTER_REGIONAL,12.66,0.1414,0.2779,0.088
2020-04-11,NL,visa,DEBIT,Super Premium,INTER_REGIONAL,8.9,0.0579,0.0791,0.0361
2020-04-21,GB,visa,DEBIT,Super Premium,INTRA_REGIONAL,35.16,0.3959,0.516,0.2734
2020-04-22,NL,MasterCard,CREDIT,Standard,INTER_REGIONAL,11.56,0.0908,0.139,0.0708
2020-04-11,NL,visa,CREDIT,Commercial,INTRA_REGIONAL,58.38,0.297,0.5031,0.2494
2020-04-17,NL,visa,CREDIT,Premium,INTRA_REGIONAL,56.45,0.391,0.5292,0.252
2020-04-05,GB,MasterCard,DEBIT,Premium,INTER_REGIONAL,11.14,0.0843,0.1245,0.0641
2020-04-22,NL,MasterCard,DEBIT,Standard,INTRA_REGIONAL,32.86,0.3947,0.784,0.2977
2020-04-22,US,MasterCard,CREDIT,Corporate,INTRA_REGIONAL,11.02,0.12,0.2289,0.0756
2020-04-27,DE,MasterCard,DEBIT,Corporate,INTRA_REGIONAL,4.74,0.0294,0.0534,0.0183
2020-04-23,US,visa,CREDIT,Commercial,INTRA_REGIONAL,64.81,0.369,0.7493,0.24
2020-04-19,NL,visa,CREDIT,Standard,INTER_REGIONAL,6.1,0.0693,0.0957,0.0529
2020-04-17,NL,visa,CREDIT,Standard,INTER_REGIONAL,18.43,0.2037,0.38,0.151
2020-04-22,US,MasterCard,CREDIT,Super Premium,INTRA_REGIONAL,52.28,0.6945,1.193,0.4361
2020-04-09,NL,visa,CREDIT,Standard,INTER_REGIONAL,210.95,1.2085,2.1058,1.0429
2020-04-26,US,visa,DEBIT,other,INTER_REGIONAL,5.42,0.0317,0.0489,0.0235
2020-04-20,US,visa,CREDIT,Commercial,INTRA_REGIONAL,159.18,1.3801,2.6582,0.9011
2020-04-25,US,visa,CREDIT,other,INTER_REGIONAL,29.46,0.3125,0.4154,0.2482
2020-04-29,NL,MasterCard,CREDIT,Standard,INTRA_REGIONAL,184.12,1.7053,2.7069,1.1873
2020-04-08,NL,visa,DEBIT,Standard,INTRA_REGIONAL,595.13,5.4143,7.4384,3.9668
2020-04-08,NL,MasterCard,DEBIT,Super Premium,INTER_REGIONAL,62.66,0.5604,1.0268,0.3722
2020-04-27,NL,MasterCard,DEBIT,Standard,INTRA_REGIONAL,13.73,0.1226,0.2128,0.1087
2020-04-01,NL,visa,DEBIT,Corporate,INTRA_REGIONAL,15.97,0.1132,0.2111,0.0756
2020-04-14,NL,visa,CREDIT,Standard,DOMESTIC,392.7,3.3622,6.468,2.7223
2020-04-16,GB,MasterCard,DEBIT,Corporate,INTRA_REGIONAL,39.63,0.4159,0.6247,0.2649
2020-04-09,NL,MasterCard,DEBIT,Super Premium,INTER_REGIONAL,11.63,0.0901,0.1582,0.0599
2020-04-11,NL,visa,DEBIT,Standard,INTRA_REGIONAL,12.99,0.1772,0.3283,0.1409
2020-04-17,NL,MasterCard,DEBIT,Standard,DOMESTIC,24.09,0.2457,0.427,0.22
2020-04-10,GB,MasterCard,DEBIT,Standard,DOMESTIC,2.24,0.0239,0.04,0.015
2020-04-16,GB,visa,DEBIT,Super Premium,INTRA_REGIONAL,445.17,5.7962,7.6004,4.389
2020-04-24,US,MasterCard,DEBIT,Premium,INTER_REGIONAL,54.35,0.5683,1.09,0.3636
2020-04-13,US,visa,DEBIT,Standard,INTER_REGIONAL,218.36,1.6298,2.8736,1.38
2020-04-02,GB,visa,CREDIT,Super Premium,INTER_REGIONAL,35.51,0.3317,0.5252,0.2816
2020-04-19,DE,MasterCard,CREDIT,other,INTER_REGIONAL,28.62,0.1449,0.2125,0.121
2020-04-10,US,MasterCard,DEBIT,other,DOMESTIC,41.42,0.4552,0.8169,0.3094
2020-04-26,DE,MasterCard,DEBIT,Purchasing,INTER_REGIONAL,7.93,0.0628,0.1242,0.0462
2020-04-28,NL,visa,DEBIT,Standard,INTER_REGIONAL,24.42,0.3591,0.5798,0.2507
2020-04-09,US,MasterCard,DEBIT,Standard,INTRA_REGIONAL,27.31,0.1521,0.2113,0.1261
2020-04-04,NL,visa,CREDIT,Super Premium,DOMESTIC,5.03,0.0311,0.0511,0.0249
2020-04-27,US,visa,CREDIT,Premium,INTER_REGIONAL,45.16,0.648,1.0219,0.5769
2020-04-05,NL,MasterCard,DEBIT,Standard,INTER_REGIONAL,71.15,1.0622,2.1728,0.7698
2020-04-18,DE,MasterCard,CREDIT,other,DOMESTIC,35.37,0.49,0.6611,0.328
2020-04-08,NL,MasterCard,CREDIT,Standard,DOMESTIC,169.21,0.9252,1.4837,0.6095
2020-04-28,NL,visa,CREDIT,Corporate,INTER_REGIONAL,84.67,0.6465,1.2108,0.5747
2020-04-26,US,MasterCard,DEBIT,other,INTRA_REGIONAL,4.41,0.0531,0.0892,0.0434
2020-04-08,NL,visa,CREDIT,Premium,INTRA_REGIONAL,67.2,0.5333,0.8044,0.3806
2020-04-29,GB,MasterCard,CREDIT,other,INTER_REGIONAL,25.14,0.1262,0.2626,0.0861
2020-04-08,US,visa,DEBIT,Commercial,DOMESTIC,49.48,0.2496,0.4324,0.1684
2020-04-15,NL,MasterCard,CREDIT,Commercial,INTER_REGIONAL,35.57,0.2772,0.3631,0.186
2020-04-29,GB,MasterCard,DEBIT,Standard,DOMESTIC,59.58,0.5,0.9204,0.4297
2020-04-05,DE,MasterCard,DEBIT,Commercial,INTER_REGIONAL,68.65,0.9161,1.6597,0.7116
2020-04-30,NL,MasterCard,CREDIT,Corporate,DOMESTIC,11.81,0.0649,0.1203,0.0565
2020-04-04,US,visa,DEBIT,Commercial,INTER_REGIONAL,34.22,0.3806,0.7798,0.267
2020-04-23,NL,MasterCard,DEBIT,Premium,INTRA_REGIONAL,24.91,0.3736,0.5373,0.2662
2020-04-18,GB,visa,DEBIT,Standard,INTER_REGIONAL,15.8,0.1628,0.2242,0.1359
2020-04-17,DE,MasterCard,CREDIT,Premium,INTRA_REGIONAL,29.0,0.4105,0.8233,0.3
2020-04-12,NL,MasterCard,CREDIT,Premium,INTER_REGIONAL,41.52,0.5736,0.8928,0.3557
2020-04-14,NL,visa,CREDIT,other,INTER_REGIONAL,4.4,0.0646,0.1352,0.0559
2020-04-24,NL,MasterCard,DEBIT,Standard,INTER_REGIONAL,59.05,0.5889,1.2233,0.4723
2020-04-13,NL,visa,CREDIT,Standard,DOMESTIC,146.98,2.0359,3.2656,1.518
2020-04-14,NL,MasterCard,CREDIT,Premium,INTRA_REGIONAL,127.56,0.8741,1.5696,0.6202
2020-04-19,NL,visa,DEBIT,Standard,INTER_REGIONAL,6.03,0.0353,0.0634,0.0217
2020-04-11,DE,visa,CREDIT,other,INTER_REGIONAL,38.49,0.4549,0.7115,0.2858
2020-04-10,GB,MasterCard,DEBIT,Standard,INTER_REGIONAL,102.61,0.5617,1.0217,0.4598
2020-04-03,DE,visa,DEBIT,Standard,INTER_REGIONAL,59.64,0.8798,1.559,0.5706
2020-04-08,GB,MasterCard,DEBIT,Premium,INTRA_REGIONAL,14.47,0.1982,0.3441,0.1395
2020-04-06,DE,visa,DEBIT,Standard,DOMESTIC,5.96,0.0745,0.1447,0.0497
2020-04-20,NL,MasterCard,DEBIT,Standard,DOMESTIC,15.85,0.1904,0.2886,0.15
2020-04-16,US,MasterCard,DEBIT,Standard,DOMESTIC,47.38,0.4931,0.6708,0.415
2020-04-30,NL,MasterCard,CREDIT,Commercial,DOMESTIC,30.96,0.2408,0.4242,0.2158
2020-04-22,NL,visa,CREDIT,Standard,INTER_REGIONAL,1034.83,12.6874,25.9741,9.2939
2020-04-03,NL,visa,DEBIT,Super Premium,DOMESTIC,56.45,0.7581,1.3749,0.6255
2020-04-25,US,visa,CREDIT,Premium,INTRA_REGIONAL,49.09,0.6139,0.8947,0.4905
2020-04-11,NL,visa,DEBIT,Commercial,INTRA_REGIONAL,36.37,0.1909,0.3046,0.1542
2020-04-30,NL,visa,CREDIT,Corporate,INTRA_REGIONAL,10.97,0.112,0.1568,0.0878
2020-04-29,NL,visa,CREDIT,Standard,INTRA_REGIONAL,6.32,0.0876,0.1821,0.0602
2020-04-02,US,visa,CREDIT,Fleet,INTER_REGIONAL,4.93,0.0732,0.1463,0.056
2020-04-14,DE,visa,DEBIT,Super Premium,INTER_REGIONAL,5.97,0.0795,0.1333,0.0523
2020-04-13,NL,visa,CREDIT,Super Premium,INTER_REGIONAL,92.03,0.6271,1.0347,0.4324
2020-04-27,NL,MasterCard,DEBIT,Super Premium,INTRA_REGIONAL,96.15,1.0998,1.9941,0.9567
2020-04-14,NL,MasterCard,DEBIT,Standard,INTRA_REGIONAL,183.79,1.2204,1.8695,0.9737
2020-04-05,US,visa,CREDIT,Premium,INTRA_REGIONAL,21.91,0.2063,0.2742,0.1823
2020-04-14,NL,visa,CREDIT,Premium,INTRA_REGIONAL,76.05,0.5108,0.9316,0.4519
2020-04-16,DE,visa,DEBIT,Standard,INTER_REGIONAL,59.8,0.7019,1.1343,0.6027
2020-04-01,US,visa,DEBIT,Standard,INTER_REGIONAL,32.99,0.2538,0.4485,0.2071
2020-04-11,DE,MasterCard,DEBIT,Standard,DOMESTIC,10.02,0.0639,0.1259,0.0448
2020-04-12,US,MasterCard,DEBIT,Corporate,DOMESTIC,93.54,1.1848,1.6582,0.8145
2020-04-04,NL,visa,DEBIT,other,INTRA_REGIONAL,70.4,0.3996,0.7161,0.2934
2020-04-10,NL,visa,CREDIT,Purchasing,INTER_REGIONAL,89.75,1.2614,1.7988,0.7902
2020-04-08,GB,MasterCard,CREDIT,Commercial,INTER_REGIONAL,35.35,0.5072,0.76,0.3861
2020-04-16,NL,visa,DEBIT,Standard,INTRA_REGIONAL,45.45,0.4537,0.6814,0.3049
2020-04-29,DE,visa,DEBIT,Premium,INTRA_REGIONAL,44.03,0.5015,0.9594,0.3889
2020-04-16,DE,MasterCard,DEBIT,Premium,INTER_REGIONAL,40.32,0.4468,0.9098,0.2739
2020-04-30,NL,visa,DEBIT,Standard,INTRA_REGIONAL,13.62,0.0736,0.1129,0.0625
2020-04-13,NL,visa,CREDIT,Standard,INTRA_REGIONAL,25.98,0.358,0.6118,0.2313
2020-04-19,NL,visa,CREDIT,Standard,INTER_REGIONAL,17.45,0.124,0.2239,0.0805
2020-04-07,US,visa,CREDIT,Premium,INTRA_REGIONAL,101.09,0.9398,1.6644,0.7671
2020-04-13,NL,visa,DEBIT,Super Premium,INTER_REGIONAL,23.24,0.2074,0.2984,0.1704
2020-04-14,GB,MasterCard,DEBIT,other,DOMESTIC,66.3,0.4167,0.7635,0.3393
2020-04-28,US,visa,DEBIT,Super Premium,DOMESTIC,35.52,0.2036,0.2895,0.1321
2020-04-08,GB,visa,DEBIT,Standard,INTRA_REGIONAL,10.54,0.151,0.311,0.1266
2020-04-10,GB,MasterCard,CREDIT,Super Premium,INTRA_REGIONAL,155.02,2.3032,4.1186,1.8343
2020-04-08,US,MasterCard,CREDIT,Corporate,INTRA_REGIONAL,48.17,0.6574,1.3564,0.5124
2020-04-20,NL,MasterCard,CREDIT,Premium,INTER_REGIONAL,10.22,0.0706,0.1135,0.0506
2020-04-26,NL,visa,CREDIT,other,INTRA_REGIONAL,16.35,0.2211,0.3567,0.1494
2020-04-06,NL,MasterCard,DEBIT,Premium,INTER_REGIONAL,15.08,0.1736,0.302,0.1083
2020-04-11,NL,visa,DEBIT,Standard,DOMESTIC,35.56,0.4415,0.7313,0.2939
2020-04-06,DE,MasterCard,DEBIT,other,INTER_REGIONAL,66.81,0.5875,0.7849,0.4052
2020-04-20,US,visa,CREDIT,Standard,INTRA_REGIONAL,9.65,0.1279,0.2101,0.0945
2020-04-11,DE,visa,CREDIT,Commercial,INTER_REGIONAL,107.11,1.0449,1.5369,0.9214
2020-04-19,US,MasterCard,CREDIT,Premium,INTRA_REGIONAL,40.88,0.3131,0.576,0.2695
2020-04-13,NL,visa,DEBIT,Standard,INTER_REGIONAL,43.34,0.6417,0.8481,0.5614
2020-04-28,US,MasterCard,DEBIT,Corporate,INTER_REGIONAL,165.26,1.868,3.0796,1.6511
2020-04-03,NL,visa,DEBIT,Super Premium,DOMESTIC,51.14,0.3674,0.5172,0.2866
2020-04-04,NL,visa,CREDIT,Standard,INTRA_REGIONAL,8.47,0.0897,0.1695,0.0655
2020-04-03,DE,visa,DEBIT,Standard,INTRA_REGIONAL,38.93,0.2371,0.3108,0.1784
2020-04-03,NL,visa,DEBIT,Premium,INTER_REGIONAL,17.93,0.2668,0.5046,0.2135
2020-04-26,NL,MasterCard,CREDIT,Premium,INTER_REGIONAL,3.48,0.0399,0.0746,0.0354
2020-04-24,GB,visa,DEBIT,Commercial,INTRA_REGIONAL,101.92,1.0484,1.7779,0.8232
2020-04-01,US,MasterCard,CREDIT,Commercial,INTER_REGIONAL,14.98,0.1013,0.1626,0.0611
2020-04-05,NL,visa,DEBIT,Commercial,INTRA_REGIONAL,22.74,0.3331,0.5326,0.2815
2020-04-18,NL,visa,DEBIT,Commercial,DOMESTIC,24.07,0.3178,0.5601,0.255
2020-04-14,DE,MasterCard,DEBIT,Purchasing,INTRA_REGIONAL,22.06,0.2498,0.5232,0.1867
2020-04-16,NL,visa,CREDIT,Standard,INTRA_REGIONAL,20.78,0.2194,0.4197,0.1757
2020-04-29,NL,MasterCard,DEBIT,Premium,INTER_REGIONAL,12.12,0.0801,0.1602,0.0483
2020-04-03,NL,visa,DEBIT,Standard,INTER_REGIONAL,94.34,1.2354,1.7344,1.074
2020-04-30,NL,MasterCard,DEBIT,Super Premium,INTER_REGIONAL,64.81,0.8534,1.3914,0.6264
2020-04-26,NL,visa,DEBIT,Super Premium,DOMESTIC,4.73,0.0322,0.0514,0.0256
2020-04-26,NL,MasterCard,CREDIT,Standard,INTER_REGIONAL,87.68,0.801,1.4611,0.6575
2020-04-23,NL,visa,CREDIT,Standard,INTER_REGIONAL,150.81,1.5288,3.1008,0.9737
2020-04-21,US,MasterCard,CREDIT,Standard,INTER_REGIONAL,36.45,0.4093,0.8241,0.247
2020-04-05,GB,MasterCard,DEBIT,Super Premium,INTRA_REGIONAL,592.4,5.1241,7.9153,3.6076
2020-04-02,US,visa,DEBIT,Super Premium,INTER_REGIONAL,7.36,0.0646,0.1114,0.0571
2020-04-01,DE,MasterCard,DEBIT,Premium,INTER_REGIONAL,176.43,1.3154,2.0521,1.133
2020-04-16,NL,MasterCard,DEBIT,Commercial,INTRA_REGIONAL,56.44,0.44,0.7358,0.3023
2020-04-06,NL,visa,DEBIT,Premium,INTRA_REGIONAL,12.87,0.156,0.311,0.1124
2020-04-02,NL,MasterCard,DEBIT,Purchasing,INTRA_REGIONAL,357.61,4.1312,7.2878,3.5735
2020-04-05,NL,visa,DEBIT,Standard,INTER_REGIONAL,58.6,0.473,0.8122,0.3803
2020-04-10,US,MasterCard,CREDIT,Standard,DOMESTIC,45.41,0.5019,1.0136,0.3254
2020-04-27,NL,visa,CREDIT,Standard,INTER_REGIONAL,53.1,0.5142,1.0637,0.4481
2020-04-12,GB,visa,CREDIT,Standard,INTRA_REGIONAL,1.46,0.0166,0.0275,0.0123
2020-04-22,GB,MasterCard,DEBIT,Standard,DOMESTIC,154.2,1.9409,3.6089,1.3521
2020-04-22,GB,MasterCard,CREDIT,Premium,INTRA_REGIONAL,1.02,0.0141,0.025,0.012
2020-04-30,GB,visa,CREDIT,Premium,INTRA_REGIONAL,85.82,0.7076,0.9758,0.6295
2020-04-27,DE,MasterCard,DEBIT,Standard,INTER_REGIONAL,129.79,0.6949,1.1065,0.618
2020-04-23,DE,visa,CREDIT,Super Premium,INTRA_REGIONAL,18.46,0.204,0.2848,0.1619
2020-04-12,NL,visa,DEBIT,Commercial,INTER_REGIONAL,787.08,11.5013,18.6068,9.1341
2020-04-22,NL,MasterCard,CREDIT,Premium,INTRA_REGIONAL,85.85,0.5348,1.0587,0.4532
2020-04-19,GB,visa,DEBIT,Standard,INTER_REGIONAL,142.09,1.0652,1.554,0.6846
2020-04-03,NL,visa,DEBIT,Standard,INTER_REGIONAL,24.79,0.3041,0.5897,0.2326
2020-04-02,GB,visa,DEBIT,Super Premium,INTRA_REGIONAL,10.23,0.0872,0.1754,0.0711
2020-04-06,NL,visa,CREDIT,Corporate,INTRA_REGIONAL,6.24,0.0454,0.0592,0.0302
2020-04-29,NL,visa,DEBIT,Commercial,INTRA_REGIONAL,176.82,1.7606,3.2495,1.0702
2020-04-10,US,MasterCard,DEBIT,Super Premium,INTRA_REGIONAL,57.12,0.5102,1.0312,0.3714
2020-04-11,GB,MasterCard,CREDIT,Standard,DOMESTIC,70.06,0.4922,0.9149,0.34
2020-04-04,GB,MasterCard,DEBIT,Super Premium,INTER_REGIONAL,24.54,0.2157,0.3855,0.1735
2020-04-02,US,visa,CREDIT,Standard,DOMESTIC,3.46,0.0281,0.0448,0.0214
2020-04-19,NL,MasterCard,DEBIT,Premium,INTRA_REGIONAL,344.2,5.007,8.887,4.0178
2020-04-03,US,visa,CREDIT,Standard,INTER_REGIONAL,148.79,1.0101,1.8899,0.8882
2020-04-02,NL,visa,DEBIT,Premium,INTER_REGIONAL,114.33,1.0167,1.3963,0.664
2020-04-20,DE,MasterCard,DEBIT,Super Premium,INTER_REGIONAL,5.29,0.043,0.0746,0.0269
2020-04-01,DE,visa,CREDIT,Standard,INTRA_REGIONAL,133.06,0.7895,1.0761,0.6614
2020-04-27,US,visa,CREDIT,Standard,DOMESTIC,20.72,0.2442,0.4948,0.2086
2020-04-30,NL,visa,DEBIT,Standard,INTRA_REGIONAL,10.41,0.1382,0.2619,0.1114
2020-04-07,NL,MasterCard,DEBIT,Purchasing,INTER_REGIONAL,21.44,0.2038,0.298,0.1739
2020-04-26,DE,MasterCard,DEBIT,Standard,INTER_REGIONAL,92.28,0.9443,1.3236,0.8438
2020-04-06,NL,visa,CREDIT,Premium,INTER_REGIONAL,17.39,0.2572,0.3515,0.2281
2020-04-29,NL,MasterCard,DEBIT,Commercial,DOMESTIC,24.88,0.3154,0.5367,0.2384
2020-04-13,NL,MasterCard,DEBIT,Standard,DOMESTIC,28.47,0.3295,0.5305,0.2683
2020-04-27,GB,MasterCard,CREDIT,Fleet,INTRA_REGIONAL,4.12,0.0537,0.0928,0.0473
2020-04-16,US,visa,CREDIT,Premium,INTRA_REGIONAL,56.44,0.4068,0.6657,0.2763
2020-04-04,NL,MasterCard,DEBIT,Standard,INTER_REGIONAL,857.14,6.0282,10.6406,4.8745
2020-04-09,DE,visa,CREDIT,Super Premium,INTER_REGIONAL,2.79,0.031,0.0622,0.0276
2020-04-19,DE,MasterCard,DEBIT,other,INTRA_REGIONAL,20.57,0.1742,0.2713,0.1451
2020-04-10,NL,visa,DEBIT,Standard,INTER_REGIONAL,16.68,0.1453,0.2804,0.1144
2020-04-20,NL,MasterCard,CREDIT,other,INTRA_REGIONAL,55.86,0.4805,0.7441,0.394
2020-04-27,NL,visa,CREDIT,other,INTRA_REGIONAL,51.68,0.7292,1.2513,0.5936
2020-04-17,NL,visa,DEBIT,Super Premium,INTRA_REGIONAL,44.8,0.6499,1.1367,0.5749
2020-04-03,NL,MasterCard,DEBIT,Standard,DOMESTIC,12.64,0.1017,0.139,0.0642
2020-04-27,NL,visa,CREDIT,Standard,DOMESTIC,36.46,0.1849,0.347,0.1651
2020-04-20,DE,MasterCard,CREDIT,Standard,INTER_REGIONAL,29.66,0.2929,0.4991,0.2167
2020-04-10,DE,MasterCard,CREDIT,Standard,INTER_REGIONAL,521.43,5.4007,8.3499,3.7443
2020-04-05,NL,visa,DEBIT,Commercial,INTER_REGIONAL,22.06,0.1623,0.3085,0.0978
2020-04-03,NL,visa,CREDIT,Standard,INTER_REGIONAL,5.26,0.0552,0.1044,0.0356
2020-04-15,GB,MasterCard,DEBIT,Premium,INTRA_REGIONAL,86.87,0.61,0.8834,0.5426
2020-04-20,DE,MasterCard,CREDIT,Commercial,INTER_REGIONAL,24.69,0.1349,0.2446,0.0985
2020-04-28,GB,MasterCard,CREDIT,Standard,INTER_REGIONAL,55.68,0.6578,0.9888,0.5035
2020-04-09,GB,visa,CREDIT,Super Premium,INTRA_REGIONAL,5.04,0.0652,0.0917,0.0546
2020-04-06,NL,visa,CREDIT,Premium,DOMESTIC,19.72,0.263,0.382,0.1741
2020-04-21,DE,visa,DEBIT,Commercial,INTER_REGIONAL,16.44,0.167,0.2298,0.1154
2020-04-25,US,visa,CREDIT,Premium,INTER_REGIONAL,5.74,0.0772,0.1092,0.0474
2020-04-23,US,MasterCard,CREDIT,Super Premium,INTRA_REGIONAL,225.74,1.2161,2.4553,0.9129
2020-04-17,NL,MasterCard,CREDIT,other,INTER_REGIONAL,318.02,2.1069,3.6489,1.7335
2020-04-04,NL,visa,DEBIT,Super Premium,INTER_REGIONAL,14.52,0.1603,0.3124,0.1432
2020-04-16,DE,MasterCard,DEBIT,other,INTER_REGIONAL,281.79,1.5099,2.841,0.9203
2020-04-20,US,MasterCard,DEBIT,Premium,INTRA_REGIONAL,9.13,0.0721,0.1509,0.0615
2020-04-08,NL,visa,CREDIT,Super Premium,INTER_REGIONAL,109.43,0.7749,1.6148,0.5866
2020-04-23,US,visa,CREDIT,Commercial,INTRA_REGIONAL,58.14,0.6619,0.9665,0.4924
2020-04-10,NL,MasterCard,DEBIT,Commercial,DOMESTIC,271.79,2.2485,3.6968,1.5998
2020-04-02,US,MasterCard,CREDIT,Standard,INTER_REGIONAL,45.52,0.3375,0.6841,0.217
2020-04-13,NL,MasterCard,CREDIT,Premium,INTER_REGIONAL,5.07,0.0713,0.1244,0.0639
2020-04-28,GB,MasterCard,CREDIT,Commercial,INTRA_REGIONAL,17.04,0.1767,0.2859,0.1408
2020-04-11,NL,MasterCard,DEBIT,Standard,INTRA_REGIONAL,533.5,6.9808,11.1494,5.3069
2020-04-22,US,visa,DEBIT,Standard,DOMESTIC,167.15,1.6824,2.8942,1.0792
2020-04-06,NL,visa,DEBIT,Commercial,INTRA_REGIONAL,11.78,0.1423,0.2136,0.0887
2020-04-23,US,MasterCard,CREDIT,Standard,INTRA_REGIONAL,287.37,1.9411,3.7104,1.1997
2020-04-16,GB,MasterCard,DEBIT,Standard,INTRA_REGIONAL,4.45,0.0292,0.0392,0.021
2020-04-26,NL,MasterCard,DEBIT,Super Premium,INTER_REGIONAL,38.18,0.4214,0.6532,0.3667
2020-04-15,GB,MasterCard,CREDIT,Premium,INTRA_REGIONAL,40.45,0.3261,0.4484,0.271
2020-04-12,NL,visa,CREDIT,Premium,DOMESTIC,116.54,1.65,2.7534,1.11
2020-04-17,DE,visa,CREDIT,Premium,INTRA_REGIONAL,145.28,1.623,2.6829,1.2738
2020-04-10,NL,MasterCard,CREDIT,Super Premium,INTRA_REGIONAL,9.97,0.1057,0.175,0.0813
2020-04-10,DE,MasterCard,CREDIT,Standard,INTRA_REGIONAL,41.19,0.2853,0.4186,0.1774
2020-04-21,DE,visa,CREDIT,Standard,INTRA_REGIONAL,74.95,0.6858,0.9682,0.5575
2020-04-23,NL,visa,DEBIT,Premium,INTRA_REGIONAL,9.49,0.0835,0.1296,0.0636
2020-04-27,DE,MasterCard,DEBIT,Premium,INTER_REGIONAL,16.12,0.1564,0.3084,0.1395
2020-04-13,US,MasterCard,CREDIT,Premium,INTRA_REGIONAL,15.65,0.1426,0.1904,0.1177
2020-04-14,DE,MasterCard,DEBIT,Standard,DOMESTIC,61.11,0.762,1.2226,0.5707
2020-04-26,NL,visa,CREDIT,Standard,INTER_REGIONAL,7.79,0.1094,0.1502,0.0725
2020-04-30,US,MasterCard,DEBIT,Commercial,INTRA_REGIONAL,76.8,0.9572,1.2899,0.7795
2020-04-08,US,visa,CREDIT,Premium,DOMESTIC,5.93,0.0668,0.1217,0.0584
2020-04-26,US,MasterCard,CREDIT,Premium,INTRA_REGIONAL,10.38,0.1316,0.1949,0.0983
2020-04-28,GB,MasterCard,DEBIT,Standard,INTER_REGIONAL,289.63,2.6378,3.4524,1.7943
2020-04-10,US,visa,DEBIT,Premium,INTRA_REGIONAL,276.13,2.6219,4.9522,1.739
2020-04-22,NL,visa,CREDIT,Standard,INTER_REGIONAL,21.59,0.2467,0.3569,0.1845
2020-04-11,NL,visa,DEBIT,Premium,DOMESTIC,25.91,0.1511,0.2765,0.0928
2020-04-07,US,visa,DEBIT,Standard,INTER_REGIONAL,25.22,0.1973,0.4025,0.1442
2020-04-08,GB,visa,DEBIT,Standard,DOMESTIC,10.11,0.1342,0.2267,0.0878
2020-04-15,NL,MasterCard,CREDIT,Standard,INTRA_REGIONAL,45.41,0.6019,0.9003,0.3962
2020-04-05,NL,visa,CREDIT,Purchasing,INTRA_REGIONAL,169.97,2.4228,4.7556,1.5758
2020-04-23,NL,MasterCard,DEBIT,Commercial,INTRA_REGIONAL,7.19,0.0497,0.0747,0.0304
2020-04-05,NL,MasterCard,CREDIT,Corporate,INTER_REGIONAL,59.19,0.813,1.5549,0.6479
2020-04-02,DE,MasterCard,DEBIT,Standard,INTER_REGIONAL,12.16,0.1389,0.2914,0.0868
2020-04-03,NL,MasterCard,CREDIT,Commercial,INTRA_REGIONAL,64.51,0.3699,0.6211,0.2426
2020-04-02,DE,MasterCard,CREDIT,Commercial,INTER_REGIONAL,34.28,0.506,0.8894,0.4396
2020-04-19,GB,visa,DEBIT,Fleet,INTRA_REGIONAL,50.65,0.316,0.4896,0.2209
2020-04-29,US,MasterCard,DEBIT,Super Premium,INTRA_REGIONAL,4.2,0.0234,0.037,0.0206
2020-04-04,GB,MasterCard,CREDIT,Standard,INTRA_REGIONAL,41.81,0.529,0.8028,0.4439
2020-04-05,US,visa,CREDIT,Premium,INTER_REGIONAL,64.84,0.5488,0.7483,0.4334
2020-04-04,US,MasterCard,CREDIT,other,DOMESTIC,46.34,0.6134,0.9094,0.4867
2020-04-15,NL,visa,CREDIT,Standard,INTER_REGIONAL,204.6,2.5992,4.3436,1.8026
2020-04-05,US,visa,CREDIT,Super Premium,INTRA_REGIONAL,19.1,0.243,0.379,0.199
2020-04-05,NL,visa,DEBIT,Super Premium,INTER_REGIONAL,10.95,0.082,0.1261,0.0652
2020-04-24,NL,MasterCard,CREDIT,Premium,INTRA_REGIONAL,12.44,0.0784,0.1291,0.0495
2020-04-03,NL,MasterCard,DEBIT,Standard,INTRA_REGIONAL,5453.42,44.4912,90.7576,36.9924
2020-04-10,GB,visa,CREDIT,Standard,DOMESTIC,27.72,0.3981,0.6736,0.3063
2020-04-25,NL,visa,DEBIT,other,DOMESTIC,33.09,0.3128,0.6033,0.2298
2020-04-11,US,MasterCard,CREDIT,Super Premium,INTRA_REGIONAL,6.85,0.0874,0.136,0.0785
2020-04-23,DE,visa,DEBIT,Premium,INTRA_REGIONAL,28.39,0.4156,0.7639,0.3416
2020-04-11,DE,MasterCard,DEBIT,other,INTRA_REGIONAL,16.74,0.1801,0.2812,0.1177
2020-04-19,NL,MasterCard,CREDIT,Premium,INTRA_REGIONAL,1.78,0.0173,0.0264,0.0119
2020-04-08,NL,MasterCard,DEBIT,Standard,INTER_REGIONAL,19.29,0.1239,0.2435,0.1022
2020-04-23,US,MasterCard,DEBIT,Standard,DOMESTIC,157.31,0.9638,1.4534,0.6722
